schID,SES,academic_abil,,,schID,SES,academic_abil
1001,420,217.6666667,,,1001,310.5882353,186.1238095
1001,410,189.3333333,,,1002,472.4193548,197.7395833
1001,250,212.3333333,,,1003,409.8333333,197.825
1001,500,154.6666667,,,1004,535.3225806,212.8333333
1001,500,182.3333333,,,1005,376.8571429,199.4827586
1001,900,238,,,1006,516.1136364,203.162963
1001,70,137.6666667,,,1007,514.627907,201.6046512
1001,250,158.6666667,,,1008,395.825,198.8166667
1001,400,208,,,1009,357.2941176,195.6666667
1001,NA,196,,,1010,366.9142857,198.4035088
1001,150,174.6666667,,,1011,586.4516129,209.53125
1001,500,177.6666667,,,1012,520.2068966,218.6555555
1001,500,208.6666667,,,1013,401.7948718,204.8632479
1001,150,204.3333333,,,1014,434.8275862,203.6321839
1001,250,140.6666667,,,1015,537.4210526,199.0598291
1001,100,134,,,1016,550.9189189,192.7387387
1001,300,172.3333333,,,1018,526.4,198.275
1001,300,174.3333333,,,1019,360.8666667,192.5686275
1001,100,189.6666667,,,1020,355.03125,181.8431373
1001,300,221,,,1021,609.5454545,204.0869565
1001,450,146.6666667,,,1022,654.40625,195.1862745
1001,300,210.3333333,,,1023,522.4411765,204.0740741
1001,300,190.3333333,,,1024,399.25,196.0406504
1001,300,163,,,1025,570.6578947,197.7833333
1001,120,221.3333333,,,1026,1141.428571,220.8095238
1001,600,244.3333333,,,1027,941.0810811,#DIV/0!
1001,400,181.3333333,,,1028,1171.666667,218.2424242
1001,70,204.3333333,,,1029,760.8571429,220.8148148
1001,300,180.3333333,,,1030,816.5789474,227.3289474
1001,350,154,,,1031,477.7636364,208.2902299
1001,200,206.3333333,,,1032,791.3191489,228.0416667
1001,400,199.6666667,,,1033,1676.153846,230.0571429
1001,120,178.3333333,,,1034,833.1428571,219.8285714
1001,200,201,,,1036,924.8387097,220.8181818
1001,100,141,,,1037,1232.432432,227.2833333
1002,600,170.3333333,,,1038,899.4871795,234.8373984
1002,450,205,,,1039,443.3428571,194.6574074
1002,500,218,,,1040,526.7567568,222
1002,NA,188.3333333,,,1041,340.2702703,190.5175439
2037,600,214.6666667,,,1042,473.7037037,207.6428571
1002,500,190,,,1043,619.5405405,218.9099099
1002,500,214.6666667,,,1044,467.8,203.9784946
1002,NA,237,,,1045,387.027027,201.2982456
2035,700,218.3333333,,,1046,463.875,214.375
1002,360,195.6666667,,,1047,583.6666667,207.9166667
1002,300,159,,,1048,430.2702703,197.0900901
1002,700,217.3333333,,,1049,463,191.7777778
1002,500,177,,,1051,347.7777778,183.5
1002,1000,224.6666667,,,1052,422.8571429,192.1981982
1002,500,259.3333333,,,1053,253.3333333,163.9444445
1002,300,153.3333333,,,1054,589.4444444,217.9074074
1002,600,192.6666667,,,1055,291.7307692,196.308642
NA,500,250.3333333,,,1056,324.6666667,189.0900901
1002,650,238.3333333,,,1057,407,193.8452381
1002,700,196.6666667,,,1058,448.90625,193.8181818
1002,300,194.6666667,,,1059,500.3125,216.03125
1002,200,162.3333333,,,1060,1338,220.2666667
1002,105,198.6666667,,,1061,393.6111111,199.6759259
1002,240,218.6666667,,,1062,384.7368421,185.0757576
1002,150,196.3333333,,,1063,435,208.6851852
1002,400,216.6666667,,,1064,779.2857143,220.8
1002,500,NA,,,1065,570.0277778,208.1018518
1002,500,183.3333333,,,1066,379.0625,194.6862745
1002,450,163.3333333,,,1067,397.5,181.5585585
1002,500,240.3333333,,,1068,411.8055556,206.0940171
1002,350,161.3333333,,,1069,375,193.1944444
1002,600,219.6666667,,,1070,446.1538462,184.2926829
1002,350,181.3333333,,,1071,351.7741935,187.2395833
1002,650,183.6666667,,,1072,354.1666667,186.0942029
1002,190,156.3333333,,,1073,841.5384615,214.6309524
1002,1000,213.6666667,,,1074,679.4102564,218.0569106
1003,300,200,,,1075,342.4705882,198.7222222
1003,500,250.3333333,,,1076,352.2580645,188.3978495
1003,600,211,,,1077,392.7777778,201.3518519
1003,290,227.6666667,,,1078,437.8571429,199.2698413
1003,450,198.3333333,,,1079,583.0285714,205.8148148
1003,350,164.3333333,,,1080,334.7804878,187.4796748
1003,500,236,,,1081,454.6176471,208.537037
1003,200,224,,,1082,362.9411765,212.1851852
1003,300,187.6666667,,,1083,443.5526316,214.2631579
1003,1500,172,,,1084,490.3846154,214.8850575
1003,300,132.6666667,,,1085,361.6666667,205.0462963
1003,48,102.6666667,,,1086,465.9722222,217.8596491
1003,600,214.3333333,,,1087,435.6,184.3693694
1003,380,217.3333333,,,1088,617.6470588,211.8703704
1003,350,198,,,1089,488.0540541,188.6486486
1003,1000,187,,,1090,471.6521739,208.615942
1003,150,183,,,1091,394.1333333,184.2745098
1003,400,173,,,1092,585,198.4561403
1003,350,227.3333333,,,1093,482.3243243,193.9487179
1003,130,259.3333333,,,1094,553.1111111,210.8439716
1003,400,157.3333333,,,1095,895.5555556,219.962963
1003,500,227,,,1096,225,173.9166667
1003,100,149,,,1097,275,172.25
1003,300,200.3333333,,,1098,255,160.2
1003,350,224.6666667,,,1099,340.6,202.7333333
1003,560,236,,,1100,380.9090909,191.6060606
1003,300,228.6666667,,,1101,400.5862069,196.5428571
1003,450,158,,,1102,380.8518519,188.65625
1003,180,190.3333333,,,1103,482.2894737,216.8333333
1003,450,157,,,1104,335.2,191.1264368
1003,280,213.6666667,,,1105,293,196.047619
1003,245,238.3333333,,,1106,345,203.4
1003,350,166.6666667,,,1107,191.4285714,183.7619048
1003,200,212.6666667,,,1108,137.5,183.0555556
1003,450,211.3333333,,,1109,329.0344828,178.5333333
1003,550,197.6666667,,,1110,382.2432432,191.9059829
1003,300,252.3333333,,,1111,419.7368421,188.4333333
1003,400,198.3333333,,,1112,449.7368421,203.1196581
1003,NA,159,,,1113,388.8235294,173.4684685
1003,280,NA,,,1114,810.4814815,220.5679012
1003,510,NA,,,1115,388.3333333,179.6666667
1003,560,NA,,,1116,370,174.2666667
1003,800,NA,,,1117,#DIV/0!,213.6666667
1003,NA,168.6666667,,,1118,220,162.4666667
1003,NA,NA,,,1119,340,166.0555556
1004,360,218.6666667,,,1120,292.8571429,167.8333333
1004,500,177.3333333,,,1121,256.6666667,206.4814815
1004,620,198.6666667,,,1122,402.5,188.6870748
1004,1000,224.6666667,,,1123,423.6052632,185.125
1004,200,202.3333333,,,1124,497.5294118,213.7809524
1004,NA,229.3333333,,,1125,558.7931034,184.9770115
1004,300,254.3333333,,,1126,216,166.1333333
1004,350,238.3333333,,,1127,518.3333333,208.3703704
1004,200,229.3333333,,,1128,516.3888889,215.5583333
1004,1500,208.6666667,,,1129,458.3333333,197.5138889
1004,400,221.3333333,,,1130,423.6111111,194.4210526
1004,500,192.6666667,,,1131,444.4255319,193
1004,350,250.3333333,,,1132,818.9473684,197.7460318
1004,700,209.6666667,,,1133,223.3333333,205.3333334
1004,600,200,,,1134,214,208.3333333
1004,600,198.3333333,,,1135,275,200.1111111
1004,500,168.3333333,,,1137,275,175.9166667
1004,500,238,,,1138,175,185.5
1004,500,213,,,1139,346.9230769,186.8888889
1004,400,213.3333333,,,1140,178.3333333,173.4285714
1004,800,246,,,1141,362.7857143,197
1004,550,210.3333333,,,1142,283.2903226,189.875
1004,500,228,,,1143,568.6944444,191.0438596
1004,550,148.3333333,,,1144,461.8571429,207.037037
1004,130,156.6666667,,,1145,413.7777778,201.6126126
1004,900,204.6666667,,,1146,570,222.8166667
1004,1000,205,,,1147,234,189.2222222
1004,300,216.3333333,,,1148,405,159.3333333
1004,225,222.3333333,,,1149,303,190
1004,370,251.3333333,,,1150,287.5,172.2222222
1004,390,213.6666667,,,1151,250,178.8666667
1004,800,221.3333333,,,1152,178.5714286,193.375
1005,NA,192,,,1153,251.25,190.8888889
1005,320,175,,,1154,315.6341463,201.3333333
1005,600,199,,,1155,494.1025641,195.9960318
1005,370,195,,,1156,471.875,184.3333333
1005,400,217,,,1157,464.7222222,195.2820513
1005,210,199.6666667,,,1158,385.8974359,192.5384615
1005,450,202.3333333,,,1159,593.1707317,198.6504065
1005,100,185,,,1160,408.975,190.6746032
1005,300,220.6666667,,,1161,604.4736842,201.4473684
1005,420,193.3333333,,,1162,417.8787879,187.9619048
1005,350,210.3333333,,,1163,280,181.8666667
1005,400,182.6666667,,,1164,270,204.2
1005,330,174.3333333,,,1165,181.6666667,166.6666667
1005,600,250.3333333,,,1166,175,176.8571429
2036,250,156,,,1167,248,209.7777778
1005,120,249.3333333,,,1168,230,169.8888889
1005,470,217.3333333,,,1169,281.8181818,193
1005,100,219.6666667,,,1170,297.6666667,157.8974359
1005,300,168,,,1171,335.1351351,192.6929825
1005,400,224.3333333,,,1172,417.6486486,198.2368421
1005,460,209.6666667,,,1173,572.1612903,205.3333333
1005,150,178,,,1174,548.1538462,213.4786325
1005,420,221.6666667,,,1175,455.4878049,197.3730159
1005,400,148.6666667,,,1176,573.6842105,206.975
1005,500,254.3333333,,,1177,434.6923077,205.5555556
1005,282,157.3333333,,,1178,413.8709677,186.7878788
1005,500,207,,,1179,386.2068966,197.5333333
1005,600,191.3333333,,,1180,386.8055556,210.3166667
1005,700,173.3333333,,,1181,302,182.1081081
1005,300,168.3333333,,,1182,313.1282051,176.2222222
1006,600,195.3333333,,,1183,386,179.9444444
1006,900,255.3333333,,,1184,200,#DIV/0!
1006,452,182.3333333,,,1185,425,197.8333334
1006,500,235.3333333,,,1186,311.6666667,192.2222222
1006,400,167.3333333,,,1187,713.75,169.6296296
1006,800,167.6666667,,,1188,326,173.3333333
1006,300,171.3333333,,,1189,527.1212121,204
1006,800,197,,,1190,490.3243243,199.3243243
1006,370,236.3333333,,,1191,446.4722222,190.8157895
1006,NA,214.3333333,,,1192,433.1081081,189.4504504
1006,200,169.3333333,,,1193,468.3783784,197.2051282
1006,400,229,,,1194,367.9428571,193.3873874
1006,700,161.3333333,,,1195,323.2307692,180.9382716
1006,1100,176.6666667,,,1196,254.75,188.3703704
1006,300,184,,,1197,370.6060606,180.2905983
1006,212,211,,,1198,486.25,216.868421
1006,800,247.6666667,,,1199,391.7647059,173.045045
1006,290,183.6666667,,,1201,541.1764706,214
1006,600,214.3333333,,,1203,539.1666667,213.536036
1006,300,195,,,1204,633.3714286,220.5142857
1006,290,201.3333333,,,1205,430,185.3333333
1006,500,166.6666667,,,1206,526.7096774,205.7291667
1006,500,184,,,1207,608.8,220.1952381
1006,600,210.3333333,,,1208,454.030303,199.6
1006,475,219.6666667,,,1209,621.6129032,207.46875
1006,370,188.3333333,,,1210,421.5714286,184.2051282
1006,900,259.3333333,,,1211,434.75,193.4285714
1006,500,263.3333333,,,1212,378.5714286,191.4022989
1006,500,191.3333333,,,1213,381.3333333,210.7555556
1006,350,171.3333333,,,1214,441.2962963,175.1481482
1006,500,204.6666667,,,1215,820.1315789,222.5877193
1006,380,250.3333333,,,1216,516.1764706,194.245098
1006,500,225.3333333,,,1217,415.2173913,192.8550725
1006,350,170,,,1218,345.3913043,189.8974359
1006,700,205.3333333,,,1220,499.1666667,186.8333333
1006,300,196.3333333,,,1221,423.0769231,192.9351852
1006,500,223,,,1222,524.875,199.46875
1006,1400,250.3333333,,,1223,386.1111111,193.3157895
1006,500,152.3333333,,,1225,420.8684211,186.0083333
1006,120,185.6666667,,,1226,377.6129032,181.7676768
1006,700,232,,,1227,469.5142857,209.7407407
1006,500,227.6666667,,,1229,324.3181818,191.6086956
1006,450,181.3333333,,,1230,354.7105263,177.8947368
1006,300,180.3333333,,,1231,990,240.2424242
1006,500,207.6666667,,,1232,394.5833333,173.1929824
1007,400,195,,,1233,590.6410256,203.75
1007,350,214.3333333,,,1234,542.6071429,210.045977
1007,700,222,,,1235,524.6451613,138.1818182
1007,300,218.6666667,,,1236,571.8378378,215.0526316
1007,350,218,,,1237,436,176.0438596
1007,400,158,,,1238,433.3333333,180.7264957
1007,120,175,,,1239,376.9444444,185.7583333
1007,460,195.6666667,,,1241,355.425,173.2460318
1007,2000,195.6666667,,,1242,636.6666667,160.8461538
1007,550,152,,,1243,434.6969697,190.25
1007,420,195,,,1244,334.5833333,192
1007,496,221,,,1245,464.0571429,197.1891892
1007,750,170.3333333,,,1246,463.08,207.12
1007,320,169,,,1247,797.8125,216.2941176
1007,NA,155.6666667,,,1248,382.8,193.9333333
1007,250,199.6666667,,,1249,337.5,177.0666667
1007,450,207.6666667,,,1250,353.0909091,180.7777778
1007,123,218.6666667,,,1251,474.5454545,183.8787879
1007,500,211,,,1252,316.3939394,186.6388889
1007,310,225.6666667,,,,,
1007,250,196.6666667,,,,,
1007,700,213,,,,,
1007,700,178,,,,,
1007,1000,146,,,,,
1007,250,218.6666667,,,,,
1007,300,225.3333333,,,,,
1007,500,159,,,,,
1007,580,222.3333333,,,,,
1007,400,188.3333333,,,,,
1007,500,225,,,,,
1007,500,220.6666667,,,,,
1007,350,158,,,,,
1007,650,216,,,,,
1007,500,249.3333333,,,,,
1007,300,242.6666667,,,,,
1007,600,211,,,,,
1007,700,215,,,,,
1007,700,244,,,,,
1007,350,213.6666667,,,,,
1007,600,234.6666667,,,,,
1007,700,177.3333333,,,,,
1007,400,185.3333333,,,,,
1007,350,211,,,,,
1007,1000,NA,,,,,
1008,300,202.3333333,,,,,
1008,180,189.6666667,,,,,
1008,500,182,,,,,
1008,400,160,,,,,
1008,300,238.3333333,,,,,
2183,180,204,,,,,
1008,350,207.6666667,,,,,
1008,300,237.6666667,,,,,
1008,800,236,,,,,
1008,370,222,,,,,
1008,150,231.3333333,,,,,
1008,150,146.3333333,,,,,
1008,250,212.6666667,,,,,
1008,350,183,,,,,
1008,500,114.3333333,,,,,
1008,300,219,,,,,
1008,450,209.6666667,,,,,
1008,250,201.3333333,,,,,
1008,1200,193.6666667,,,,,
1008,300,163.6666667,,,,,
NA,500,225.3333333,,,,,
1008,180,210.3333333,,,,,
1008,250,173.3333333,,,,,
1008,300,196.6666667,,,,,
1008,500,230,,,,,
1008,180,169,,,,,
1008,500,193.6666667,,,,,
1008,500,206.6666667,,,,,
1008,300,239,,,,,
1008,400,235,,,,,
1008,700,236.6666667,,,,,
1008,150,175,,,,,
1008,584,176.3333333,,,,,
1008,400,165.3333333,,,,,
1008,500,185.6666667,,,,,
1008,400,207.3333333,,,,,
1008,400,202.6666667,,,,,
1008,900,225.3333333,,,,,
1008,540,205,,,,,
1008,79,164.6666667,,,,,
1008,270,184.6666667,,,,,
1008,400,219.6666667,,,,,
1009,320,210.3333333,,,,,
1009,150,204.6666667,,,,,
1009,200,183.3333333,,,,,
1009,NA,164,,,,,
1009,350,232.3333333,,,,,
1009,180,146,,,,,
1009,160,124.6666667,,,,,
1009,500,206.6666667,,,,,
1009,450,160.3333333,,,,,
1009,300,195,,,,,
1009,600,240,,,,,
1009,80,128.3333333,,,,,
1009,600,229.6666667,,,,,
1009,300,247,,,,,
1009,500,255.3333333,,,,,
1009,500,199,,,,,
1009,350,197,,,,,
1009,900,198.3333333,,,,,
1009,400,232.6666667,,,,,
1009,160,150.6666667,,,,,
1009,300,223.6666667,,,,,
1009,300,201.3333333,,,,,
1009,NA,213.3333333,,,,,
1009,300,147,,,,,
1009,400,252.3333333,,,,,
NA,350,187.3333333,,,,,
1009,400,177.6666667,,,,,
1009,215,198.3333333,,,,,
1009,300,186.6666667,,,,,
1009,350,236,,,,,
1009,400,180.6666667,,,,,
1009,333,227.3333333,,,,,
1009,NA,140,,,,,
1009,300,184.3333333,,,,,
1009,500,177,,,,,
1009,400,235,,,,,
1009,350,168.3333333,,,,,
1009,300,183.3333333,,,,,
2031,NA,167,,,,,
1009,NA,197.6666667,,,,,
1009,NA,NA,,,,,
1010,500,138.3333333,,,,,
1010,200,254.3333333,,,,,
1010,300,162.6666667,,,,,
1010,160,174,,,,,
1010,800,195.6666667,,,,,
1010,600,219.3333333,,,,,
1010,200,212.6666667,,,,,
1010,205,182.3333333,,,,,
1010,150,166.3333333,,,,,
1010,500,213.3333333,,,,,
1010,NA,225.3333333,,,,,
1010,400,205,,,,,
1010,300,106.6666667,,,,,
1010,400,151.6666667,,,,,
1010,400,228,,,,,
1010,NA,156.3333333,,,,,
1010,500,221.3333333,,,,,
1010,200,156.3333333,,,,,
1010,NA,169.6666667,,,,,
1010,187,213.3333333,,,,,
1010,100,188,,,,,
1010,180,193,,,,,
1010,210,207.3333333,,,,,
1010,350,236.6666667,,,,,
1010,250,143.3333333,,,,,
1010,450,183.3333333,,,,,
1010,280,244.3333333,,,,,
1010,400,240,,,,,
1010,120,232,,,,,
1010,600,201.6666667,,,,,
1010,300,242.3333333,,,,,
1010,600,238.3333333,,,,,
1010,450,207.3333333,,,,,
1010,700,216.6666667,,,,,
1010,250,188.3333333,,,,,
1010,450,239.6666667,,,,,
NA,400,176,,,,,
1010,800,229,,,,,
1010,350,155.3333333,,,,,
1011,530,226.6666667,,,,,
1011,450,235,,,,,
1011,350,202.6666667,,,,,
1011,130,229,,,,,
2030,900,231.3333333,,,,,
1011,NA,251.3333333,,,,,
1011,700,233,,,,,
1011,400,211,,,,,
2029,400,254.3333333,,,,,
1011,600,156.3333333,,,,,
1011,500,216.6666667,,,,,
1011,500,232.3333333,,,,,
1011,300,205.6666667,,,,,
1011,400,197.6666667,,,,,
2097,500,216.6666667,,,,,
1011,500,145.6666667,,,,,
1011,410,194,,,,,
1011,550,207,,,,,
1011,500,212.3333333,,,,,
1011,300,215,,,,,
1011,280,206,,,,,
1011,180,147,,,,,
1011,320,236.6666667,,,,,
1011,200,218,,,,,
1011,450,257.3333333,,,,,
1011,400,221.3333333,,,,,
1011,500,235.6666667,,,,,
1011,350,197,,,,,
1011,400,242,,,,,
1011,450,164.3333333,,,,,
1011,400,179.6666667,,,,,
1011,350,211,,,,,
1011,6000,198.3333333,,,,,
1011,450,229,,,,,
1011,330,190.3333333,,,,,
NA,NA,NA,,,,,
1012,850,259.3333333,,,,,
1012,600,226.6666667,,,,,
1012,500,204,,,,,
1012,600,228.6666667,,,,,
1012,300,208.3333333,,,,,
1012,215,199,,,,,
1012,450,247.6666667,,,,,
1012,400,228.6666667,,,,,
1012,900,254.3333333,,,,,
1012,466,238.3333333,,,,,
1012,NA,251.3333333,,,,,
1012,300,197,,,,,
1012,1000,190.6666667,,,,,
1012,250,197,,,,,
1012,260,211,,,,,
1012,750,254,,,,,
1012,300,181.3333333,,,,,
1012,550,193.3333333,,,,,
1012,400,238.3333333,,,,,
1012,1000,238.3333333,,,,,
1012,200,152.3333333,,,,,
2217,500,183.6666667,,,,,
